,id,tweet,clean,sentimen
9211,1604627387391479808,"walaupun sedih abis jagoan w gak juara world cup lagi, tapi issokay lah wkwk",sedih habis jago juara world cup issokay wkwk,0
16798,1604518298288549889,@syahbinar Ni last messi world cup. Klu kalah xtahu la,syahbinar last messi world cup klu kalah xtahu,0
19374,1604472719143505920,@Aminnadamu Ayita hakuri ankusa gama world cup king ya amshi kofinsa,aminnadamu ayita hakuri ankusa gama world cup king amshi kofinsa,0
7897,1604698586499158016,Huhuhu! Power juga aku sebab awal awal lagi aku dah tahu Argentina menang World Cup.,huhuhu power udah argentina menang world cup,0
1489,1606156634383732738,#SonySportsNetwork virat kohli ko wapas captain banaiya unka comparison ma koi nii ha Wo consistent performance data ha Always  World cup kohli ka wajah sa nii bowlers ka wajah sa hari thi team  Ab Rohit ka sath bhi wahi hua,sonysportsnetwork virat kohli wapas captain banaiya unka comparison koi nii consistent performance data always world cup kohli kak wajah nii bowlers kak wajah thi team rohit kak sath bhi wah hua,0
9855,1604574954212560896,@FaktaSepakbola Messi angkat trophy world cup ronaldo suruh angkat jemuran aja 😬,faktasepakbola messi angkat trofi world cup ronaldo suruh angkat jemur,0
2489,1605708410854735872,@catom_inside @SamFerkyFers10 @SiaranBolaLive lho bukanya messi bilang yaa pertandingan vs france kemarin pertandingan world cup terakhirnya keknya messi bilang gtu sblm tanding,catom inside samferkyfers10 siaranbolalive lho buka messi bilang tanding france kemarin tanding world cup akhir kek messi bilang gtu sblm tanding,0
17765,1604503698536771585,"@hhazim1 Kena lah jugak ada second thought dari VAR. baru semalam Gvardiol tak penalti, benda dah ada precedent pon. Ni takde review langsung tadi,  macam aku cakap lah ni final world cup ni bukan game biasa",hhazim1 kena jugak second thought var malam gvardiol penalti benda udah precedent pon review langsung cakap final world cup game,0
5580,1604846746823454721,"@KasaDikara ️️  ️  ️ Sama, Kak. Hattrick di final World Cup, anjir. ️  ️  ️",kasadikara sama kak hattrick final world cup anjir,0
5604,1604844507039641600,dia ni tidur ke masa perbahasan. tetiba bangun salah usul 😂 layan world cup ler ni. njir,tidur bahas bangun salah usul layan world cup kawan anjir,0
6532,1604772926662017025,"@Rizky_basuki Hai kak, mohon maaf atas gangguan teknis yang terjadi pada sebagian pelanggan Vidio pada Final World Cup 18 Desember 2022. Vidio akan terus memperbaiki &amp; memberikan layanan terbaik untuk semua pengguna Vidio agar tetap nyaman menyaksikan semua konten yang tersedia di Vidio🙏-MFF",rizky basuki hai kak mohon maaf ganggu teknis langgan vidio final world cup desember 2022 vidio baik amp layan baik guna vidio nyaman saksi konten sedia vidio mff,0
7974,1604694745007394816,"@hamxashahbax21 2 bar final har chukay han, ab Allah pakistan ky muqadar main , Asia cup of world cup likh day( ameen)",hamxashahbax21 bar final har chukay han allah pakistan muqadar main asia cup world cup likh day ameen,0
4573,1605070497129017345,kasian kim golf pas dipoppo bapaknya geli soalnya ada kumisnya hahahhaha 😆😚,kasihan kim golf dipoppo bapak geli kumis hahahhaha,0
4369,1605114794121793537,Ganjar memberikan sambutan sekaligus menyerahkan penghargaan Alumni Mengabdi Award 2022 Universitas Gadjah Mada (UGM) Yogyakarta.  #ArtistOfindonesia #FIFAWorldCup #SongHyeKyo Argentina's World Cup RENJUN NINGNING CHANYEOL Di Maria Susanti NOMIN Mbappe Ehsan Ditto Swiss Beef  https://t.co/f1kTOHYVhc,ganjar sambut serah harga alumni abdi award 2022 universitas gadjah mada ugm yogyakarta artistofindonesia fifaworldcup songhyekyo argentina world cup renjun ningning chanyeol maria susanti nomin mbappe ehsan ditto swiss beef https f1ktohyvhc,0
15412,1604532230893629442,Umur 23 hattrick world cup final. Gila ini budak! 🥵,umur hattrick world cup final gila budak,0
14971,1604533833139097600,Koi IPL valo ko ye football ka world cup dikha kar sikhao achi script kaise likhte hai  CC: @bsbdotelss,koi ipl valo sepak bola kak world cup kha kar sikhao achi script kaise likhte hai bsbdotelss,0
4653,1605051288143638528,@clustergalaksi fokus world cup apa fokus persiapan wisuda?,clustergalaksi fokus world cup fokus siap wisuda,0
16043,1604527951508148227,"Sabar Haechan,, i pun nervous jugakk ni tengok world cup😭😭  https://t.co/2NUWIdRBkJ",sabar haechan nervous jugakk lihat world cup https 2nuwidrbkj,0
9950,1604570529922703360,Di Maria akhirnya ngerasain moment  trophy World Cup,maria ngerasain moment trofi world cup,0
7584,1604715662051774465,"@iba_leee @neymarj36673801 @idextratime Fokus blog, itu penaldo di 5 world cup cuma berkontribusi 10 G/A sedangkan messi hanya di world cup 2022 juga 10 G/A",iba leee neymarj36673801 idextratime fokus blog penaldo world cup kontribusi messi world cup 2022,0
8363,1604672880763146240,FREEBET 25K SPESIAL AKHIR TAHUN HANYA DI BETHOKI77!!  #BETHOKI77  Messi Dybala Ronaldo GREATEST OF ALL TIME Maradona Juara Dunia Emi Martinez De Paul #FIFAWorldCup Di Maria Lautaro Haaland Menang Benzema #GOAT Mbappe is HIM MESSI WON THE WORLD CUP Drake Kalah Aguero WHAT A GAME  https://t.co/gm0foAbxJt,freebet 25k spesial akhir tahun hanya bethoki77 bethoki77 messi dybala ronaldo greatest all time maradona juara dunia emi martinez paul fifaworldcup maria lautaro haaland menang benzema goat mbappe him messi won the world cup drake kalah aguero what game https gm0foabxjt,0
13262,1604538764210343937,Tamatlah world cup Qatar 2022.tahniah Argentina.fokus Kembali ke premier league .COYG!,tamat world cup qatar 2022 tahniah argentina fokus kembali premier league coyg,0
8758,1604652449209651201,World cup final aia ka ngaisan 🤭. En ve ngei e. #AvatarTheWayOfWater @officialavatar  https://t.co/yElaCCsaYz,world cup final aia kak ngaisan ngei avatarthewayofwater officialavatar https yelaccsayz,0
11945,1604544008537001984,"Last notification world cup utk 2022 ni, sedih  pula rasa  https://t.co/HC8XJCyMCK",last notification world cup 2022 sedih https hc8xjcymck,0
3776,1605234584387350528,@d4nay Icha dongo pasti lagi nanges ngebatin liat GOAT MESSI peluk piala world cup 🤭,d4nay icha dongo nanges ngebatin goat messi peluk trofi world cup,0
9602,1604596543038033920,Power jugak prediction world cup aku tahun ni. Sama level dengan octopus.,power jugak prediction world cup sama level octopus,0
12403,1604541767126495233,Jo jeeta wohi Sikandar World Cup fifa #ArgentinaVsFrance #FIFAWorldCup #Messi𓃵 #Mbappe𓃵,jeeta wohi sikandar world cup fifa argentinavsfrance fifaworldcup messi mbappe,0
2460,1605723699197644800,World cup dengan Piala AFF pun masih tak paham. Hahahaha. Betul la tu bercerita ikut trend.,world cup piala aff paham hahahaha betul cerita trend,0
10739,1604553963788967942,Messi da kas l3alam l meghrib semi final dl wc l jazair mat2hlatch a7ssan World Cup daz howa hada,messi kas l3alam meghrib semi final jazair mat2hlatch a7ssan world cup daz howa hada,0
7351,1604729511903653889,Kemeriahan world cup Lokasi : Terowong Street Semporna..  https://t.co/M3PUjz8l9O,riah world cup lokasi terowong street semporna https m3pujz8l9o,0
8641,1604658187671523328,Gpp ga nonton grand final world cup walau dari kemaren ngikutin nonton asal bisa tidur cukup dan ga bangun macem zombie 🦾,gpp nonton grand final world cup kemaren ngikutin nonton tidur bangun macem zombie,0
12789,1604540289053360128,tapi nak nagi kredit dokek Mbappe. sejarah tu the second player hatrik in world cup. apo pun tahniah argentina. next world cup #forcaportugal pula hehehehe,nagi kredit dokek mbappe sejarah the second main hatrik world cup apo tahniah argentina world cup forcaportugal hehehehe,0
5661,1604840640202014722,Ini gimana cara mainnya 😭 Saya menggunakan Shazam untuk menemukan Dreamers (Music from the FiFA World Cup Qatar 2022 Official Soundtrack) dari Jung Kook.  https://t.co/jRTcXqOX9n,ini main saya shazam temu dreamers music from the fifa world cup qatar 2022 official soundtrack jung kook https jrtcxqox9n,0
5528,1604853708944478208,"Road to Champion of FIFA World Cup From Time to a Time  Argentina juara Piala Dunia FIFA 2022 di Stadion Lusail Iconic, Qatar""  Argentina sukses mengalahkan Prancis di final melalui drama adu penalti 4: 2 usai seri 3: 3 hingga lanjut tambah waktu normal pertandingan 2 x 15 menit.  https://t.co/rbjVe3M5t9",road champion fifa world cup from time time argentina juara piala dunia fifa 2022 stadion lusail iconic qatar argentina sukses kalah prancis final drama adu penalti seri normal tanding menit https rbjve3m5t9,0
3509,1605347987265564673,Ganjar melaju pesat broo  Mbappe Bobo Di 2023 Kamboja Ditto Prancis Yank I Love Myself Messi is the GOAT Jake Sully Train Dingin chanyeol Bangtan Argentina's World Cup GOOD JOB SECRET NUMBER De Gea RAPPER BOBBY BIRTHDAY RUU PPRT  VERNON Rudy Pacarku di TXT Japota #TEMPTATION  https://t.co/YMduJC96dH,ganjar laju pesat broo mbappe bobo 2023 kamboja ditto prancis yank love myself messi the goat jake sully train dingin chanyeol bangtan argentina world cup good job secret number gea rapper bobby birthday ruu pprt vernon rudy pacar txt japota temptation https ymdujc96dh,0
14053,1604536948189806593,GUESS WHO WON THE WORLD CUP SIDKXHSKGSKSGSJSUAKAUAIAUA LOOSER BAGUETTES SJSKSHJSHAJAHAIAHAJAHSJAHAJAUAOAHSN YAYYAYAYAYAYAYAYAYYA,guess who won the world cup sidkxhskgsksgsjsuakauaiaua looser baguettes sjskshjshajahaiahajahsjahajauaoahsn yayyayayayayayayayya,0
15811,1604530863542513665,@skidipalpal rill cuy messi cari info loker abis world cup,skidipalpal rill cuy messi cari info loker habis world cup,0
17302,1604509579806535680,Kenapa World Cup Final banyak seat kosong?  https://t.co/208O81cBuH,kenapa world cup final seat kosong https 208o81cbuh,0
14143,1604536791121694720,"🇦🇷 enhorabuena!!⚽ FIFA World Cup  Hiroe,Kyodo",enhorabuena fifa world cup hiroe kyodo,0
19115,1604481119931727874,"Sebagai peminat France, aku nak France juara. Tapi sebagai peminat bola sepak, aku nak tengok Messi julang World Cup.",bagai minat prancis prancis juara tapi minat bola sepak lihat messi julang world cup,0
3051,1605490010127446017,@maryada_maurya Hamari government ki soch nahi he bhai log ke hama india fifa World Cup khele,maryada maurya hamari government soch nahi bhai log hama india fifa world cup khele,0
12780,1604540329381675008,"tidak kelewatan satu pun match world cup kali ini karena terus diputar idle sambil ngetik di meja kerja, tidak sia-sia subscribe vidio dari opening ceremony, totally worth it!!",lewat tanding world cup kali putar idle ngetik meja kerja sia sia subscribe vidio opening ceremony totally worth,0
1346,1606219279388459010,@MirzaBilal__ Tm apna vote apny pas rakho patwariyo ka vote ni chahye.. world cup wahi sirf ly k aye thy tmhari aukat sirf wo reham khan tk ha tm wai tk raho world cup ki batein tmhary mu sy achi ni lag rai .,mirzabilal apna vote apny rakho patwariyo kak vote chahye world cup wah sirf aye thy tmhari aukat sirf reham khan wai raho world cup batein tmhary achi lag rai,0
4456,1605094876311191552,Halar namu Messi ya dauka World Cup  https://t.co/gDjsHGAlvf,halar namu messi dauka world cup https gdjshgalvf,0
3074,1605481921122684929,"Menurut Sobary, Anies bisa menghalalkan segala cara untuk mencapai sesuatu yang ia inginkan  Ditto essi Train omg viral Vanilla rgentina's World Cup hobi Natal Run BTS Martinez HAJEONGWOO MAIN SLAYER #SavePRT #FIFAWorldCup #KentalManisJanganDiseduh  https://t.co/93eDwoIqyM",turut sobary anies halal capai ditto essi train omg viral vanilla rgentina world cup hobi natal run bts martinez hajeongwoo main slayer saveprt fifaworldcup kentalmanisjangandiseduh https 93edwoiqym,0
14721,1604535015454703616,gasiap world cup ini udahan🥹,gasiap world cup udahan,0
17386,1604508313215172608,"@Bobbierizk @registaco Musim ini bangkit bersama Brighton dan langsung dapat kesempatan di world cup, cerita yang bagus buat di hari natal depan cucu",bobbierizk registaco musim bangkit brighton langsung sempat world cup cerita bagus natal cucu,0
18455,1604495177619767296,"Final world cup pasti lebih banyak yg jagoin Argentina, tp w lebih jagoin France deh selain karna tim jagoan yg udh pulkam pasti taulah kenapa ga jagoin Argentina wkwk",final world cup jagoin argentina jagoin prancis deh tim jago pulkam tau jagoin argentina wkwk,0
17395,1604508224182706176,"@KhadimBambaGUE9 Bro man buma pareh si Dembele du att yee sah, khel b mor nehut, fofu any contact from behind penalty la mu dem d jegeh Di Maria",khadimbambague9 bro man buma pareh dembele att yee sah khel mor nehut fofu any contact from behind penalti dem jegeh maria,0
5458,1604860273235369987,@ommyfitness Umeanza kuangalia mpira 2022 world cup ronaldo kashinda EURO akiwa nje ya uwanjaa sijui unaongea n,ommyfitness umeanza kuangalia mpira 2022 world cup ronaldo kashinda euro akiwa nje uwanjaa sijui unaongea,0
18917,1604486602192850944,harini final world cup en ?? agak ii sape menang eh rasa macam france,harini final world cup sape menang france,0
6005,1604817576319545346,Byk betul lalu video orang kat malaysia ni bergaduh time tgk final world cup. Mmg klako lah diorg ni. Tah apa yg diorg nak beria kan sgt tah. Betting byk kot 🤣🤣,byk video orang kat malaysia gaduh time tgk final world cup mmg klako diorg tah diorg ria sgt tah betting byk kot,0
54,1607196120211652608,"Jadi dekat sini aku rasa cara yg dia buat skang aku suka. Kalau rasa nak fight improve la setan. Bukan stakat menyalak pasal fair play. One day, dgn ada nya JDT nie mission Malaysia ke World Cup mungkin boleh tercapai. #inTMJwetrust #malaysiakeworldcup",jadi skang suka kalau fight improve setan bukan stakat salak pasal fair play one day nya jdt nie mission malaysia world cup capai intmjwetrust malaysiakeworldcup,0
19610,1604460222944145408,"Piw! Seme bandung ada yg mau ajakin gue nonton final world cup ? Gue uke putih mulus bersih wangi dan notbad lah, kuy NOBAR di cafe sambil night ride, open your DM, will hit you up",piw seme bandung ajakin nonton final world cup gue uke putih mulus bersih wangi notbad kuy nobar cafe night ride open your will hit,0
7782,1604705209422413824,Mimi ni shabiki wa Messi lakini hii World Cup haimfanyi Messi kuwa bora zaidi ya Ronaldo. Ukweli ni kwamba Ronaldo ni bora zaidi ya Messi.,mimi shabiki messi lakini hii world cup haimfanyi messi kuwa bora zaidi ronaldo ukweli kwamba ronaldo bora zaidi messi,0
5556,1604849806882459648,Argentina diprank #Prancis dibabak pertama.. Terjadilah duel yg bikin andrenalin Ama jantung berpacu..  Congrat #Argentina for world cup 2022,argentina diprank prancis babak jadi duel bikin andrenalin ama jantung pacu congrat argentina for world cup 2022,0
3666,1605260723164160013,yeojin,yeojin,0
7274,1604734249164484608,@27Noprie Belum . mungkin 4tahun lagi..akan ada negara baru menang world cup..🤔,27noprie belum 4tahun negara menang world cup,0
17256,1604510697500839939,"Yuk comeback, gua cuman mau lihat Theo angkat Trophy World Cup",yuk comeback lihat theo angkat trophy world cup,0
18948,1604485680285233152,mestilah takkan kawen sebab malaysia takkan masuk world cup 😭👍🏻,mesti kawen malaysia masuk world cup,0
17908,1604501727469674496,@FazliAzhar @kopetroberhad Ramalan world cup PES liga rumah sewa masa study week ni,fazliazhar kopetroberhad ramal world cup pes liga rumah sewa study week,0
18633,1604492290005045248,Tengok berapa lama boleh bergadang ni nonton world cup,tengok begadang nonton world cup,0
17891,1604501915228082178,"Setelah gol Di Maria ke gawang brazil di final copa america 2021 &amp; ke gawang prancis di final world cup qatar 2022, gambar ini benar sekali.  https://t.co/fUJyPzCj0x",telah gol maria gawang brazil final copa america 2021 amp gawang prancis final world cup qatar 2022 gambar https fujypzcj0x,0
19659,1604457208753704960,"@pejuangalmetijo Tapi aku lebih suka Argentina menang sih, meskipun dihina settingan, setidaknya bisa membungkam mulut mereka dengan foto messi pegang piala world cup 😁",pejuangalmetijo tapi suka argentina menang sih hina settingan bungkam mulut foto messi pegang trofi world cup,0
15084,1604533549427589121,Penat mindaaaaa oooo world cup gini,penat mindaaaaa oooo world cup gin,0
2455,1605728746606043137,@nocontextbolamy Beza jugak WORLD CUP dengan AFF,nocontextbolamy beza jugak world cup aff,0
11368,1604549113156341760,Thread ini beneran kejadian gaess...  Argentina are FIFA World Cup 2022 Champions...  #Vamos #Argentina🇦🇷   https://t.co/UUdXzMKrJL,thread beneran jadi gaess argentina are fifa world cup 2022 champions vamos argentina https uudxzmkrjl,0
9324,1604619506240065537,beliau ngajak gue ngomong final world cup tapi ya mana gue ngerti.. the only soccer i watch is the one on blue lock maaf banget sayang gomen 🙏,beliau ngajak ngomong final world cup erti the only soccer watch the one blue lock maaf sayang gomen,0
9082,1604635125727506432,"last time Argentina menang WC on 1986 masa Maradona score gol “Hand of God” tu. punya lah tuhan bola marah dekat Argentina, lepas Maradona takde baru Argentina dapat menang world cup lagi",last time argentina menang 1986 maradona score gol hand god tuhan bola marah argentina maradona argentina menang world cup,0
3480,1605360615027052544,2022 Panini Prizm FIFA World Cup Qata #thehobby #sponsored  https://t.co/rI67Tv66Xt,2022 panini prizm fifa world cup qata thehobby sponsored https ri67tv66xt,0
14985,1604533791384809474,sedang membayangkan bapak saya misuh2 di momen ini. sayang nggak bisa liat secara langsung. semoga next world cup masih bisa nonton bareng lagi :'),bayang misuh2 momen sayang langsung moga world cup nonton,0
11546,1604547399271452672,@ALFAYYADH57 Ni last world cup dia kau tau😭based on game tadi kita kena ngaku je weh messi the goat tapi tkpela kita senyap senyap je la preference kita🥹,alfayyadh57 last world cup kau tau based game kena ngaku aja weh messi the goat tkpela senyap senyap aja preference,0
177,1607048011745726467,"Ini kemarin ga kebawa yaa pas world cup, cedera kayanya, padahal rambut udah di cat putih kayak Neymar dkk",ini kemarin bawa world cup cedera kayak rambut cat putih kayak neymar dkk,0
7121,1604746411673026561,"Argentina udah juara World Cup, tapi gua masih miskin juga",argentina juara world cup miskin,0
5993,1604818404153741314,@lekankingkong Mudiru Markaz Pelu World cup 😂,lekankingkong mudiru markaz pelu world cup,0
3300,1605420724067237888,Ajang Piala Dunia 2022 Qatar (FIFA World Cup 2022) tampaknya membuat mesin pencarian Google memecahkan rekor trafik pencarian.  #RadikFM #Ensiklopedia,ajang piala dunia 2022 qatar fifa world cup 2022 mesin cari google pecah rekor trafik cari radikfm ensiklopedia,0
2881,1605532502113898501,#OnThisDay di tahun 2019... 🔙   The Reds berhasil menjadi juara Club World Cup! 🏆🔴  https://t.co/abEpi8ub6O,onthisday 2019 the reds hasil juara club world cup https abepi8ub6o,0
6394,1604780976168914944,"@AnanyaNagalla 😂😂 messi, Ronaldo kakunda inko player peru chepu... Last fifa world cup ekkada eppduu jargindho telsa... 😂 Prathiokaru messi peru petti show thengadame..",ananyanagalla messi ronaldo kakunda inko main peru chepu last fifa world cup ekkada eppduu jargindho telsa prathiokaru messi peru petti show thengadame,0
10425,1604557750251372545,"Selesai sudah, terimakasih World Cup Qatar 2022!  #BesokSelasa",selesai terimakasih world cup qatar 2022 besokselasa,0
3914,1605206790173773824,@abbaelmustaph1 Sbd an masa alfarma world cup yake gwalo.,abbaelmustaph1 sbd alfarma world cup yake gwalo,0
17356,1604508725322354688,"final world cup malah yg trending @vidio Berbayar malah error dan delay lama, sudah tau goal duluan dr teriakan tetangga yg nonton di tv",final world cup trending vidio bayar error delay goal ria tetangga nonton,0
13018,1604539571588694016,Akhirnya messi dapat gak world cup,akhir messi world cup,0
12549,1604541176136114176,"Meray se behtar football ko koi nahi jaanta, France ka 2022 ka World Cup gya aur 2024 ka Euro bhi gya",meray behtar sepak bola koi nahi jaanta prancis kak 2022 kak world cup gya aur 2024 kak euro bhi gya,0
2722,1605577278183784448,https://t.co/keCihz56Xf Cari info lowongan kerja jumlah tenaga kerja asing di indonesia dengan fakta gratis tanpa biaya formulir lamaran keja,https kecihz56xf cari info lowong kerja tenaga kerja asing indonesia fakta gratis biaya formulir lamar kerja,0
10200,1604562383518814208,Hati world cup yahwa ngu itwe aba Man U tukoreki!!  https://t.co/KiKVAUJFbK,hati world cup yahwa ngu itwe aba man tukoreki https kikvaujfbk,0
1842,1605954796766212096,@MJMughal14 @shakilsh58 Ye sab 2016 ki world cup main thy. Team akhrii Number per.,mjmughal14 shakilsh58 sab 2016 world cup main thy team akhrii number,0
11469,1604548437600481283,SELAMAT ARGENTINA MENJUARAI FIFA WORLD CUP 2022  #FIFAWorldCup  https://t.co/I0qNPGRe4L,selamat argentina juara fifa world cup 2022 fifaworldcup https i0qnpgre4l,0
8031,1604690976299065344,@imVkohli @OceanBeverages @BallCorpHQ Kuch toh post krdo yrr..kal world cup jeeta hai... Ronaldo hota toh 🙂,imvkohli oceanbeverages ballcorphq kuch post krdo yrr kal world cup jeeta hai ronaldo hota,0
7287,1604733294184103937,"@MiriamMkanaka Mtu ana furaha ya kubeba world cup, kashinda golden glove unataka umpangie na jinsi ya kushangilia!!",miriammkanaka mtu ana furaha kubeba world cup kashinda golden glove unataka umpangie jinsi kushangilia,0
11089,1604551251630309377,Pelajaran berharga yg bisa kita petik dari pagelaran World Cup 2022 ini adalah jangan percaya Denny Siregar.   Lebih baik percaya Deny Cagur.,ajar harga petik pagelaran world cup 2022 percaya denny siregar lebih percaya deny cagur,0
4903,1605004500879953922,Foto Lionel Messi dengan trofi World Cup yang ia post di Instagram pribadinya hampir menjadi foto dengan like terbanyak di Instagram.  Messi hanya membutuhkan kurang dari 5 juta like lagi untuk melewati jumlah like dari foto telur yang mempunyai like terbanyak di Instagram.  https://t.co/jBxWBQnSFR,foto lionel messi trofi world cup post instagram pribadi foto like instagram messi butuh juta like lewat like foto telur like instagram https jbxwbqnsfr,0
11211,1604550211032223744,@regista_rgst @idextratime Segala gelar berarti world cup masuk dong wkwk Lagian mbappe masih muda wkwk Dia dah buktikan bisa ke 2 kali final pildun beruntun,regista rgst idextratime segala gelar world cup masuk wkwk lagi mbappe muda wkwk dia udah bukti kali final pildun untun,0
14353,1604536374853398529,"Menang world cup juga akhirnya messi ni. Elok letak first taker, tak ulang kesilapan brazil.",menang world cup messi elok letak first taker ulang silap brazil,0
2972,1605510307316584449,"tipe anak anak yang ditinggal nyokap bokapnya berdua tuh udah bisa bikin salon salonan, pet shop, restoran bintang lima, adain fifa world cup, trus waktu nyokapnya pulang pas banget kain di dapur ga sengaja kebakar kena api kompor mereka mau bikin spaghetti  https://t.co/dyNgElvHY4",tipe anak anak tinggal nyokap bokapnya dua bikin salon salon pet shop restoran bintang adain fifa world cup nyokapnya pulang kain dapur sengaja bakar kena api kompor bikin spaghetti https dyngelvhy4,0
12094,1604543147538673664,"cantik dah tu messi, sebelum retired dah ada world cup",cantik udah messi retired udah world cup,0
11213,1604550198256054272,"Gak cuma fans Messi sih, banyak penikmat sepakbola yang berharap Messi juara, World Cup Trophy was the missing piece for his achievements.",gak gemar messi sih nikmat sepakbola harap messi juara world cup trophy was the missing piece for his achievements,0
3441,1605376617684946944,"@maxmuaz Mungkin sejak tahun 1998, Malaysia memang dah kena bala. Kalau tak, mungkin Malaysia layak ke World Cup berapa kali, gaji fresh grad 6k, MY jadi pusat perkembangan intelek Islam No. 1 di dunia dll. Mungkin laa.",maxmuaz mungkin 1998 malaysia udah kena bala kalau malaysia layak world cup kali gaji fresh grad pusat kembang intelek islam dunia mungkin laa,0
14649,1604535719740862467,Akhirnya messi juara world cup.,akhir messi juara world cup,0
824,1606556264925990912,"Kwonka Dorah toreka tukaza omukiro kikuru nobusingye mazima , this nycness is for world cup 💃💃💃",kwonka dorah toreka tukaza omukiro kikuru nobusingye mazima this nycness for world cup,0
1058,1606341653106593793,#Live World Cup therey 19 Dhivehin shaheedhu kolli Bodu baaghee vanee  mi fasgandah aruwaafa- PPM VP @Shiyamaldives  #Felaalaifi  #RY2023,live world cup therey dhivehin shaheedhu kolli bodu baaghee vanee fasgandah aruwaafa ppm shiyamaldives felaalaifi ry2023,0
6892,1604758633249927168,"@nothinqr Halo kak mohon maaf atas ketidaknyamanannya terkait kualitas tayangan di pertandingan Final World Cup 18 Desember 2022, kendala sudah ditangani oleh team kami dan kamu sudah bisa menggunakan aplikasi Vidio kembali dengan nyaman, terima kasih atas pengertiannya🙏 -DK",nothinqr halo kak mohon maaf ketidaknyamanannya kait kualitas tayang tanding final world cup desember 2022 kendala tangan team aplikasi vidio nyaman terima kasih erti,0
3014,1605500335568523265,"@_Syahrol_ @nizambakeri Mmg padan muka pun. Dah undi pas kemana lebai2 korang tu? Banjir dr sblm 19hb parlimen bersidang, tp pegi tgk world cup? Dah2 walaun bangang. Simpan sikit bongok tu.",syahrol nizambakeri mmg padan muka dah undi lebai2 korang banjir sblm 19hb parlimen sidang pegi tgk world cup dah2 walaun bangang simpan bongok,0
6479,1604774175822184449,@devpromoth @vet_vinoth World Cup ku mattum football pakravan dhana nee...Nee laam yedhuku da pesura,devpromoth vet vinoth world cup mattum sepak bola pakravan dhana nee nee laam yedhuku pesura,0
12880,1604539994324209664,Bayangin perasaan Mbappe ngeliat Lautaro Martinez juara world cup,bayangin asa mbappe lautaro martinez juara world cup,0
9585,1604597889115688960,"Subuh then tido sekejap.   Dari tak nak tengok world cup, jadi follow rapat. Banyak momen menarik mcm Morocco, Messi-CR, japan, Brazil, Mbappe, England and also political issue.   Great world cup. Thanks Qatar",subuh then kejap dari lihat world cup follow rapat banyak momen tarik morocco messi japan brazil mbappe england also political isu great world cup thanks qatar,0
3607,1605284105213677568,@uswaz Naga dan PSG yaci World Cup,uswaz naga psg yaci world cup,0
2857,1605538017153880064,KEKW SEND HELP  https://t.co/NpZZkgSzLK,kekw send help https npzzkgszlk,0
14424,1604536237184122880,"Akhirnya setelah menunggu sangat lama sejak terakhir 1986, Argentina juara dunia lagi!  #FIFAWorldCup",akhir tunggu 1986 argentina juara dunia fifaworldcup,0
13648,1604537790464921601,Mak aku pun tengok World Cup. Dia sokong Argentina. 😂😂😂😂,mak lihat world cup dia sokong argentina,0
621,1606654226280906752,@CalonistriJaee Makasih sama Argentina karna udah menang world cup,calonistrijaee makasih argentina menang world cup,0
8377,1604672440210264067,Wo twitter wali ronak nai rahi   Asia cup aur cricket world cup lao koi,twitter wali ronak nai rahi asia cup aur cricket world cup lao koi,0
18815,1604489414389792768,Final world cup pasti komentatornya Peter Drury sih. Kriminal kalo bukan beliau.,final world cup komentator peter drury sih kriminal beliau,0
13856,1604537334099513346,Gila babi Mbappe score hatrik tapi kalah final World Cup.  https://t.co/2XbLnZNXYC,gila babi mbappe score hatrik kalah final world cup https 2xblnznxyc,0
4011,1605185358010159105,"ya walaupun ada aja video tt atau tweetan yang aneh bin ajaib dgn bikin narasi2 konyol, salah satunya ada vt yg bilang euro &gt; world cup, WKWKWKWK bener2 otakny kopong 🤣🤣🤣🤣🤣",video tweetan aneh bin ajaib bikin narasi2 konyol salah satu bilang euro gitu world cup wkwkwkwk bener2 otakny kopong,0
9829,1604576977079472130,@hatiperi_wacho 😂😂😂😂 asi world cup inenge yatoenda,hatiperi wacho asi world cup inenge yatoenda,0
4672,1605047998974922752,"Menarik menunggu kiprah Deschamps dengan tim muda Prancis.  Dengan Mbappe yg bisa apa aja, mental terbukti, bukan tidak mungkin trofi world cup/ euro tinggal perihal waktu dan keberuntungan saja buat timnas Prancis di beberapa tahun kedepan  Angkat topi buat ""the water-carrier""",tarik tunggu kiprah deschamps tim muda prancis dengan mbappe mental bukti trofi world cup euro tinggal perihal untung timnas prancis depan angkat topi the water carrier,0
7506,1604719215390650368,Nonton final world cup bisa2 nya ketemu mantan gebetan satu warkop,nonton final world cup bisa2 nya ketemu mantan gebetan warkop,0
13810,1604537436700553216,Football mende babi. Orang sibuk World Cup ni,football mende babi orang sibuk world cup,0
249,1607003267208458241,@ipengstrong @idextratime Ronaldo punya medali juara world cup ga?,ipengstrong idextratime ronaldo medali juara world cup,0
4669,1605048402739597312,"Tersilap subscribe yg 2 devices punya. Ada sesiapa nak join VIP Sooka sama2, boleh tengok EPL, Badminton, Motor GP, UFC, F1 ? Pengalaman World Cup haritu mmg puas hati.",silap subscribe devices ada siapa join vip sooka sama2 lihat epl badminton motor ufc alam world cup haritu mmg puas hati,0
