,id,tweet,clean,sentimen
4113,1604747007448322048,World Cup tahun ini banyak plot twist.,world cup plot twist,2
4114,1604746959671001088,"World cup dah habis kan? So, dah boleh focus on Pantai Timur dah ni.",world cup udah habis udah focus pantai timur udah,2
4115,1604746909746626565,"@fiqdgafff ehhhh kau , tahun depan mana ada world cup 😭",fiqdgafff ehhhh kau world cup,1
4116,1604746855564206080,Bukan nak kata apa tapi France World Cup song ni padu. Serious.,bukan prancis world cup lagu padu serious,1
4117,1604746840137924608,Argentina Juara World Cup.  panglima TNI langsung dilantik @jokowi,argentina juara world cup panglima tni langsung lantik jokowi,1
4118,1604746541100503041,@La_FarEast Cirit tengok world cup ke semalam??,la fareast cirit lihat world cup malam,1
4119,1604746518493552640,"Ronaldo kalo 2004 juara Euro Terus 2006 juara World Cup  Gak bakal u nge-tweet ginian Tapi, sudahlah  TERIMA AJA Kasian banget kalian-kalian ini",ronaldo 2004 juara euro terus 2006 juara world cup gak nge tweet ginian tapi terima aja kasi,1
4120,1604746454312308737,"1 🇦🇷✅ 2 🇫🇷✅ 3 🇲🇦❌ 4 🇭🇷❌  2 World Cup sebagai pendukung netral, 2018 berhasil nebak pemenang sejak awal, 2022 berhasil nebak pemenang dan runner up sejak awal.  Apalah itu... Please Italia... Please jangan pernah gak lolos kualifikasi World Cup lagi. 🥹 Jadi netral gak seru 😭  https://t.co/UWqr8wrk4S",world cup dukung netral 2018 hasil nebak menang 2022 hasil nebak menang runner apa please italia please lolos kualifikasi world cup jadi netral seru https uwqr8wrk4s,1
4121,1604746411673026561,"Argentina udah juara World Cup, tapi gua masih miskin juga",argentina juara world cup miskin,1
4122,1604746221465194496,"Karena tujuan utama kami adalah menjamin kalian aman.  Pam Ibadah anggota Polres Ngawi menjelang perayaan Natal 2022. 🙏  Selamat pagi sobat Polri, masih dengan aura Final World Cup nih, dan selamat untuk Argentina 🇦🇷😊  #polresngawi #polisingawiramah #polisiindonesia  https://t.co/d5zKovPfix",karena tuju utama jamin aman pam ibadah anggota polres ngawi jelang raya natal 2022 selamat pagi sobat polri aura final world cup nih selamat argentina polresngawi polisingawiramah polisiindonesia https d5zkovpfix,1
4123,1604746146487812096,Belum move on dari semua world cup qatar 2022,belum move world cup qatar 2022,1
4124,1604745876618244097,@Vidrohi7 Dono alg alg time ke players hain.....ku comparison krna ab aap kho kapil dev bde the ya sachin ya Virat...dono ke time alg the dono se world cup dilayaa jo us wqt log the kapil unke hero the aaj ke liye virat hero hai sab ka samay hota hai compare kre bina chizo acchi lgti hai,vidrohi7 dono alg alg time players hain comparison aap kho kapil dev bde the sachin virat dono time alg the dono world cup dilayaa wqt log the kapil unke hero the aaj liye virat hero hai sab kak samay hota hai compare kre bina chizo acchi lgti hai,1
4125,1604745854719442944,"makasih banyak ETI udah menemani world cup taun ini, jujur world cup tambah seru karena akun lu 😭😭 lop yu ETI dari gue yang selalu cek akun lu kalo ada kejadian genting di match. SERU BANGET WOY 💚  https://t.co/rXOeZPW5Ob",terima kasih eti tani world cup jujur world cup seru akun lop eti cek akun jadi genting tanding seru banget woy https rxoezpw5ob,1
4126,1604745813816664064,@unenanatop Je pense ghay9lbo 3lih tbla mora l9wada dial world cup 🤲,unenanatop pense ghay9lbo 3lih tbla mora l9wada dial world cup,1
4127,1604745738608873472,Kalian terlalu disibukkan oleh final World Cup sampai-sampai lupa kalau hari ini adalah hari war ticket-nya @ArcticMonkeys.,kalian sibuk final world cup lupa war ticket nya arcticmonkeys,2
4128,1604745531775123456,@_GreatnessTupu Hangekubali kuanguka na azimio na pia kwa world cup😂,greatnesstupu hangekubali kuanguka azimio pia kwa world cup,1
4129,1604745493547954183,@ImMissWildChild FIFA World Cup khatam na,immisswildchild fifa world cup khatam,2
4130,1604745473763737601,🇰🇪 CS Kipchumba Murkomen and Nakuru Governor Susan Kihika attended the World Cup Final in Qatar.  https://t.co/JHTB8nT6Mj,kipchumba murkomen nakuru governor sus kihika attended the world cup final qatar https jhtb8nt6mj,1
4131,1604745380385951744,kira2 next world cup gw udah jadi apa ya?,kira2 world cup,1
4132,1604745379228286976,"Someone need to tell YB Sany, ni bukan final World Cup. Dah habis dah malam tadi. Dia punya jerit tu level maki ref kat dalam stadium Hang Tuah 😂",someone butuh tell sany final world cup dah habis udah malam dia jerit level maki ref kat stadium hang tuah,1
4133,1604745160377917440,Argentina Menang Piala Dunia 2022 Ternyata Sudah Diprediksi 7 Tahun Lalu Oleh Jose Miguel Polanco!  https://t.co/3jUguylCZs   Piala Dunia 2022 Qatar World Cup Messi,argentina menang piala dunia 2022 nyata sudah prediksi tahun lalu oleh jose miguel polanco https 3juguylczs piala dunia 2022 qatar world cup messi,2
4134,1604745050210304000,Vamos Tahniah Argentina @afaseleccion Juara Piala Dunia FIFA World Cup 2022 #fifaworldcup2022 #final #winner  @leomessi  @leonelscaloni  @pabloaimarok  https://t.co/y9kvKU6tf0,vamos tahniah argentina afaseleccion juara piala dunia fifa world cup 2022 fifaworldcup2022 final winner leomessi leonelscaloni pabloaimarok https y9kvku6tf0,2
4135,1604745039376453632,semalam tgk final world cup rasa gila. tgk parlimen malaysia bersidang. lagi gila. cannot brain,malam tgk final world cup gila tgk parlimen malaysia sidang gila can not brain,1
4136,1604745036402659328,"INFOCIMAHI - Argentina menjadi juara Piala Dunia 2022 setelah mengalahkan Prancis di final dengan skor 3-3 (penalti 4-2) di Lusail Iconic Stadium, Minggu (18/12/22). Selengkapnya di  https://t.co/RUepCOPR5k #cimahi #infocimahi 📷 : FIFA World Cup, REUTERS/Carl Recine, Fabriziorom  https://t.co/4ckO8CRTgB",infocimahi argentina juara piala dunia 2022 kalah prancis final skor penalti lusail iconic stadium minggu lengkap https ruepcopr5k cimahi infocimahi fifa world cup reuters carl recine fabriziorom https 4cko8crtgb,2
4137,1604745033055354881,CS Kipchumba Murkomen and Nakuru Governor Susan Kihika at the World Cup Final.  https://t.co/5PJlQvSksR,kipchumba murkomen nakuru governor sus kihika the world cup final https 5pjlqvsksr,1
4138,1604744868521078784,@_rewhy @idextratime Jujur emang busuk ini tim karena bukan tim idola gw kalau gada messi najis juga liatnya tapi yahh messi it's GOAT pantas dapat world cup  https://t.co/xIiFAEnEV4,rewhy idextratime jujur emang busuk tim tim idola messi najis liat yahh messi goat world cup https xiifaenev4,1
4139,1604744624710750209,@triwantororudi @_ArisBoky @ajelifee @SiaranBolaLive Tp Ronaldo gak bisa juara world cup... Boro-boro juara masuk Final aja belom pernah... Gimana tuh...,triwantororudi arisboky ajelifee siaranbolalive ronaldo juara world cup boro boro juara masuk final gimana,1
4140,1604744565667160064,@Morni75607917 World cup ki wajah se 😭,morni75607917 world cup wajah,2
4141,1604744560143257601,"@BarcaBandidos Iniesta 27 thn sudah juara world cup &amp; Euro  Toni Kross 27 thn sudah juara world cup  Pirlo 27 thn sudah juara World Cup  Zidane 27 thn sudah world cup, Euro   Sementara ada yg 35 thn baru Juara Piala Dunia, dipuja2 krn skr usianya tua....",barcabandidos iniesta juara world cup amp euro ton kross juara world cup pirlo juara world cup zidane world cup euro sementara juara piala dunia dipuja2 usia tua,1
4142,1604744525066342400,"@BarcaBandidos Iniesta 27 thn sudah juara world cup &amp; Euro  Toni Kross 27 thn sudah juara world cup  Pirlo 27 thn sudah juara World Cup  Zidane 27 thn sudah world cup, Euro   Sementara ada yg 35 thn baru Juara Piala Dunia, dipuja2 krn skr usianya tua....",barcabandidos iniesta juara world cup amp euro ton kross juara world cup pirlo juara world cup zidane world cup euro sementara juara piala dunia dipuja2 usia tua,1
4143,1604744499158470656,Setelah 1 bulan sering begadang nonton bola akhirnya FIFA World Cup Qatar 2022 selesai,telah begadang nonton bola fifa world cup qatar 2022 selesai,2
4144,1604744494133710849,Tengok world cup final la semalam. Aku pun rabak harini keje hahaha,tengok world cup final malam aku rabak harini keje hahaha,1
4145,1604744472826646528,"@senogp @gnolbo @MoooiPustaka Maksutnya bismillah dapat buku Kura-Kura Berjanggut terbitan Banana. Maaf salah, saking senangnya Messi dapat piala World Cup.  https://t.co/T5GqmtHAwa",senogp gnolbo moooipustaka maksutnya bismillah buku kura kura janggut terbit banana maaf salah saking senang messi trofi world cup https t5gqmthawa,1
4146,1604744443290075136,World Cup khatam ab konsi personality use kro ge tum sab?,world cup khatam konsi personality use kro tum sab,1
4147,1604744421622575104,"@BarcaBandidos Iniesta 27 thn sudah juara world cup &amp; Euro  Toni Kross 27 thn sudah juara world cup  Pirlo 27 thn sudah juara World Cup  Zidane 27 thn sudah world cup, Euro   Sementara ada yg 35 thn baru Juara Piala Dunia, dipuja2 krn skr usianya tua....",barcabandidos iniesta juara world cup amp euro ton kross juara world cup pirlo juara world cup zidane world cup euro sementara juara piala dunia dipuja2 usia tua,1
4148,1604744400697192452,haechan minimal lu update bbl lah lu pilih siapa di world cup final,haechan minimal update bbl pilih world cup final,1
4149,1604744065224179713,Permainan Final terbaik sepanjang masa.  FIFA World Cup Qatar 2022 ARGENTINA 🇦🇷,main final baik fifa world cup qatar 2022 argentina,2
4150,1604743989621579777,@officielsalome Wa mchongooo!!!! Jana imecheza ufaransa na Argentina uku watu mna amkaaa na penaldo!!!!  Goat lazima ubebe world cup!!!! Vinginevyo wewe ni mbuziiii tuuuuu,officielsalome mchongooo jana imecheza ufaransa argentina uku watu mna amkaaa penaldo goat lazima ubebe world cup vinginevyo wewe mbuziiii tuuuuu,2
4151,1604743765058588672,@mzeewakaliua Mi nahisi afya ya ubongo haiko sawa kabisa au lasivyo huna uwezo wakutosha kuchambua  World  cup. Nakushauli ukawe mchambuzi wa picture za ngono tu (X) mpira huuwezi.,mzeewakaliua nahisi afya ubongo haiko sawa kabisa lasivyo huna uwezo wakutosha kuchambua world cup nakushauli ukawe mchambuzi picture ngono mpira huuwezi,1
4152,1604743472434778112,"Argentina Bawa Pulang Trofi Emas FIFA World Cup 2022 Dibungkus Louis Vuitton, Kemewahan yang Dipresentasikan Langsung oleh Deepika Padukone  https://t.co/T58wAQmQc9",argentina bawa pulang trofi emas fifa world cup 2022 bungkus louis vuitton mewah presentasi langsung deepika padukone https t58waqmqc9,2
4153,1604743329492729856,World Cup imeisha... bwana watu waoge,world cup imeisha bwana watu waoge,0
4154,1604743326116319239,"@_Mrc_09 Sema sishangai mshabiki wa kibongo kusema ni scripted kwa maana kweny nchi yenu Kila kitu ni scripted kuanzia mitihan shulen , uchaguz wa rais , Hadi hiyo ligi yenu ya mchongo Kila kitu ni scripted pole Sana kam umeumia Messi kubeba world cup , ila usi disrespect bwana 😂😂😂😂",mrc 09 sema sishangai mshabiki kibongo sema scripted kwa maana kweny nchi yenu kila kitu scripted kuanzia mitihan shulen uchaguz rais had hiyo ligi yenu mchongo kila kitu scripted pole sana kam umeumia messi kubeba world cup ila usi disrespect bwana,1
4155,1604743253047513088,2022 yang sangat bermakna World Cup 2022 Jeon Jungkook,2022 makna world cup 2022 jeon jungkook,2
4156,1604743241790029824,@SrhSaif Hahah kol 2 mat tanya psl cuti dia ingt malaysia ke yg mng world cup,srhsaif hahah kol mat psl cuti ingt malaysia mng world cup,1
4157,1604743225822318594,Bek Saya Juara World Cup Mana Bek Mu @fritz_yeremia @marco_winata 😎😎heheheheh  https://t.co/a91XgXzv7a,bek saya juara world cup mana bek fritz yeremia marco winata heheheheh https a91xgxzv7a,2
4158,1604743208012959745,Am imagining maisha yangu yote nitakuwa nikiona picha ya Messi kabeba World Cup chaai ni ndoto ambayo sikutamani itimie 🥹  https://t.co/iJ0Jku06pB,imagining maisha yangu yote nitakuwa nikiona picha messi kabeba world cup chaai ndoto ambayo sikutamani itimie https ij0jku06pb,1
4159,1604743116824510464,Selamat atas kemenangan Argentina dalam Ajang Fifa World Cup 2022 Qatar. terimakasih telah menyajikan pertandingan spektakuler dalam ajang final.  #GanjaranApp #GanjarKita #SepakBola Argentina Messi #FIFAWorldCup Prancis Greatest Of All Time,selamat menang argentina ajang fifa world cup 2022 qatar terimakasih saji tanding spektakuler ajang final ganjaranapp ganjarkita sepakbola argentina messi fifaworldcup prancis greatest all time,1
4160,1604743010922942464,"@TxtdariHI Kalau liat Jerman makin kesal kalau ingat pas Ozil😭 , syukurin yah Jerman kalah di awal world cup.",txtdarihi kalau jerman kesal ozil syukurin yah jerman kalah world cup,1
4161,1604742948595257344,@nadsnyi_ Lepas menang world cup naik level jadi sheikh messi,nadsnyi lepas menang world cup level sheikh messi,1
4162,1604742851841196033,@mzeewakaliua Timu bora ni Tanzania ila kwa sababu za Ki  Mungu awajashiriki world Cup,mzeewakaliua timu bora tanzania ila kwa sababu mungu awajashiriki world cup,1
4163,1604742665039675392,"@play_tomorrow itu yg fansign ama dia, si op tanya prediksi yg menang world cup qatar 2022 siapa trs kai nulis argentina wkwkwk",play tomorrow fansign prediksi menang world cup qatar 2022 kai nulis argentina wkwkwk,1
4164,1604742579677200384,"Masih ga nyangka sampe skrg bisa liat messi angkat trophy world cup, dendam 2014 terbayarkan sudah😭😭😭",masih sangka messi angkat trofi world cup dendam 2014 bayar,1
4165,1604742547762454533,@CocoKesi @KMbappe Muriyisi nta mukinyi uzatsinda 4Goals in one Game for world cup. 3penalty and 1 Goal 🥅,cocokesi kmbappe muriyisi nta mukinyi uzatsinda 4goals one game for world cup 3penalty goal,1
4166,1604742499670466561,@AdversityX World Cup dah habis :(,adversityx world cup udah habis,2
4167,1604742353222176768,"imagine if Indonesia... gausa World Cup deh, AFF dulu aja pasti udah heboh 😁",imagine indonesia gausa world cup deh aff heboh,1
4168,1604742237908189184,"Nyinyi mki argue na kupiga kelele venye Argentina iliwin world cup, Mimi nafurahia venye betslip yangu iliprint money...💪😂  https://t.co/6qFDNh8Kf0",nyinyi mki argue kupiga lele venye argentina iliwin world cup mimi nafurahia venye betslip yangu iliprint money https 6qfdnh8kf0,1
4169,1604742121017466882,Dah habis ke belum cerita World Cup ? Tengah tengok sarkis kat Parlimen ni. Badut paling perform sebagai badut mestilah dari Arau.,dah habis cerita world cup tengah lihat sarkis kat parlimen badut performa badut mesti arau,1
4170,1604742064155115520,Hampir keseluruhan bumbung rumah diterbangkan angin ketika menonton perlawan akhir 'World Cup' - mangsa  https://t.co/ZZ8BeuStEB,hampir bumbung rumah terbang angin tonton lawan world cup mangsa https zz8beusteb,1
4171,1604741822454333440,Sahii any Ronaldo fan akianza kupanua mdomo unamslap na world cup ya Messi,sahi any ronaldo fan akianza kupanua mdomo unamslap world cup messi,1
4172,1604741768989196288,Abis World Cup lanjut nonton AFF sebuah penurunan kualitas tontonan 😌,abis world cup nonton aff turun kualitas tonton,1
4173,1604741723803947009,"Gpp Mbape, mungkin next world cup kamu yang akan ngangkat pialanya. Mungkin sekarang biar Messi yang ngangkat piala karna dia mau pensiun.",gpp mbape world cup ngangkat piala mungkin messi ngangkat trofi pensiun,1
4174,1604741722617286656,@jestalt @iamsrk @WayneRooney @JioCinema India fifa world cup me bh kisi na kisi face me  jalwa  bikherti hui..#SRK𓃵 #SrkPrideOfIndia #BoycottbollywoodForever #BoycottPathan #PathanDekhegaHindustan,jestalt iamsrk waynerooney jiocinema india fifa world cup kisi kisi face jalwa bikherti hui srk srkprideofindia boycottbollywoodforever boycottpathan pathandekhegahindustan,1
4175,1604741716816297985,World cup final ilikua faster sana refa akukumbukua kutumia at VAR,world cup final ilikua faster refa akukumbukua kutumia var,2
4176,1604741653721645056,Penat tgk world cup smlm,penat tgk world cup smlm,1
4177,1604741638189826048,"Ini ada undangan dari Lione Messi, wujud syukur beliau atas Argentin jadi juara dunia sepakbola FIFA world cup semalam.  Mohon utk dihadiri, terimankasih.  .  https://t.co/IFvDq0YQLw",ini undang lione messi wujud syukur beliau argentin juara dunia sepakbola fifa world cup malam mohon hadir terimankasih https ifvdq0yqlw,1
4178,1604741576076689408,World Cup khatam. Abb transfer buckch*di shuru!!,world cup khatam abb transfer buckch shuru,1
4179,1604741410132856833,"Janganlah langganan Athletic-mu membuatmu abai terhadap esai Brian Phillips.  Malah, mestinya ini yang ditunggu.  Lionel Messi Rewrote Soccer History in the Best-Ever World Cup Final   https://t.co/skY8yPBQAJ lewat @ringer",jangan langgan athletic buat abai esai brian phillips malah mesti tunggu lionel messi rewrote soccer history the best ever world cup final https sky8ypbqaj ringer,1
4180,1604741343489626112,world cup beres? ngges kan jarudi na? sok sok kadaritu gblg nga balaan hungkul🤣,world cup beres ngges jarudi sok sok kadaritu gblg nga bala hungkul,1
4181,1604741318135029760,"Aslina, Trophy World Cup hanyalah Batu loncatan agar bisa merasakan atmosphere di Liga terbaik dunia",aslina trophy world cup batu loncat rasa atmosphere liga baik dunia,1
4182,1604741229203554305,World cup mudinjathum undi percaya va? Paraparapa vachi irukange makkale eppovum.,world cup mudinjathum undi percaya paraparapa vachi irukange makkale eppovum,1
4183,1604741228670910465,bayangin ini last world cup dia dan pertama kalinya dia angkat piala world cup 🥺,bayang last world cup kali angkat trofi world cup,1
4184,1604741206277488640,Letih sangat kutip SD atau letih sangat layan bola Final World Cup semalam.  Dia dua tu jerrr…,letih kutip letih layan bola final world cup malam dia jerrr,1
4185,1604741196798361600,paling sedih dekat world cup ni bila CR is not even a starter.,sedih world cup not even starter,1
4186,1604741185783808000,"🪐🐥 221219 15:47 KST  - ngomong-ngomong - kemaren - nonton final gak? - world cup? - sumpah seru bgt loh - aku support 2 2nya - keren bgt sumpah - sumpah semuanya si performanya pada mantep - kedua timnya - ya kan, mbappe sama messi - dulunya dlm 1 tim yg sama kan",221219 kst ngomong ngomong kemaren nonton final world cup sumpah seru loh dukung 2nya keren sumpah sumpah performa mantep tim mbappe messi tim,1
4187,1604741170743091200,@Bangzz_world Bo Otamendi kadi world cup 😭😭😭,bangzz world otamendi kadi world cup,1
4188,1604740986374324224,Letih tgk world cup ke macam mana ni,letih tgk world cup,1
4189,1604740948277460992,dengan kemenangan argentina pada World Cup 2022 telah mengakhiri perdebatan sepak bola terbaik selama dua dekade ini (THE GOAT 🐐)  https://t.co/a4uTSeBKtf,menang argentina world cup 2022 debat sepak bola baik dekade the goat https a4utsebktf,1
4190,1604740930011029505,Record mpya Messi ndie kiumbe pekee Alie fikisha like 36ml ndani ya masaa 10 ktk mtandao wake wa Instagram post akisherekea world cup champion  https://t.co/B9MoNgpdn8,record mpya messi ndie kiumbe pekee alie fikisha like 36ml ndani masaa ktk mtandao wake instagram post akisherekea world cup champion https b9mongpdn8,2
4191,1604740512744882176,"@Geoffrey87Lea Watoto hawajaona hizi…halafu usisahau France vs Italy, semi final World Cup ‘98",geoffrey87lea watoto hawajaona hizi halafu usisahau prancis italia semi final world cup,1
4192,1604740182045229056,"@sindynatalia Halo Kak. Esta informasikan untuk pembelian Vidio FIFA World Cup 2022 Masa Berlaku Paket 3 bulan / 90 hari dari tanggal aktivasi paket (tanggal selesai mengikuti tanggal subscribe) tagihannya Post paid (mengikuti billing IndiHome),",sindynatalia halo kak esta informasi beli vidio fifa world cup 2022 masa laku paket tanggal aktivasi paket tanggal selesai ikut tanggal subscribe tagih post paid ikut billing indihome,1
4193,1604739933360775170,"Camavinga clutch di ucl + final world cup, karir masih panjang, tapi dikatain ama orang yang jantungnya udah mau mati 😭😭😭 @MisterOfDoubleU @daffawibowo312  https://t.co/wRp8P6Gyn0",camavinga clutch ucl final world cup karier dikatain orang jantung mati misterofdoubleu daffawibowo312 https wrp8p6gyn0,1
4194,1604739879120044032,Ramai tak datang kerja harini sebab tengok world cup apa,ramai kerja harini lihat world cup,0
4195,1604739770638557185,"Selamat Argentina menjadi juara dunia World Cup 2022 Qatar, teristimewa Lionel Messi yang menjadi pemain terbaik dunia World Cup 2022 Qatar. Selamat Qatar yg tlh menjadi tuan rumah yg hebat sekaligus memperkenalkan Islam yg damai, harmoni, dan toleran ke seluruh dunia",selamat argentina juara dunia world cup 2022 qatar istimewa lionel messi main baik dunia world cup 2022 qatar selamat qatar tlh tuan rumah hebat kenal islam damai harmoni toleran dunia,1
4196,1604739737821974528,"World cup final seru sih, yg gak seru badanku dah remuk nungguin smpe beres hehe",world cup final seru sih seru badan udah remuk nungguin smpe beres hehe,0
4197,1604739658117939200,"Bisa dikatakan tebakan yang ini, terjadi hanya karna faktor keberuntungan...  Namun dibalik itu semua, pada tanggal 19 Maret 2015 lalu, FIFA sudah mengkonfirmasi World Cup Final pada 18 Desember 2022 di Qatar. Jadi tidak ada yang aneh dengan tweetan ini...  Cek google  https://t.co/tnUEDFX6hM",bisa tebak faktor untung namun balik tanggal maret 2015 fifa konfirmasi world cup final desember 2022 qatar jadi aneh tweetan cek google https tnuedfx6hm,1
4198,1604739495488008194,"@TxtdariHI asli deh lo coba follow bloomberg business, mereka meremehkan world cup bangetts",txtdarihi asli deh coba follow bloomberg business remeh world cup bangetts,0
4199,1604739394283663360,@cartoonistrrs World Cup agar Qatar aur DUBAI mei hoga toh SRK apna film promote toh karenge. Warna Europe mei hota toh koi घास na dalta.,cartoonistrrs world cup qatar aur dubai mei hoga srk apna film promote karenge warna europe mei hota koi dalta,1
4200,1604739340445581312,"Di Piala Dunia 2022, kita mulai sibuk kerja atau kuliah. Piala Dunia selanjutnya 2026, mungkin kita udah berkeluarga, punya anak, atau lagi sibuk dengan karir. Apakah hidup masih menyenangkan? Masih seru untuk melihat semuanya? Life must go on. See you in another World Cup.  #FWC",piala dunia 2022 sibuk kerja kuliah piala dunia 2026 keluarga anak sibuk karier apakah hidup senang masih seru life must see another world cup fwc,1
4201,1604739261550710785, https://t.co/Jo1oCtlo6h  bukan berita tentang kasus pelecehan pancasila hanya berita lain saja,https jo1octlo6h berita leceh pancasila berita,1
4202,1604739182135742470,Apalagi gaes event dunia yg seru abis world cup ini,apalagi gaes event dunia seru habis world cup,1
4203,1604738948592414720,"Best World Cup ever! Selamat untuk Qatar yang bukan saja telah menjadi penyelenggara terbaik Piala Dunia, tapi juga telah memperkenalkan Islam kepada dunia dengan cara yang sangat elegan. 🔥💌👏😊",best world cup ever selamat qatar selenggara baik piala dunia kenal islam dunia elegan,0
4204,1604738886982213634,Cie yg menang world cup!,cie menang world cup,1
4205,1604738857718583296,⛔ HABIS FINAL WORLD CUP MAIN PRAGMATIC [ SENIN ] 🐉🐉 LIONS MEGAWAYS 🐉🐉 BONUS AHKIR TAHUN🍾 LINK ALTERNATIF :  https://t.co/I5GckbXLs4 👑 SIJONI88 💯 Terpercaya ⏰ 24 Jam Online  #bocoranslot #bocoranslotgacor #bocoranslotgame #bocoranslothariini #slot #slotgacor #FIFAWorldCup  https://t.co/ALxOU17FIz,habis final world cup main pragmatic senin lions megaways bonus ahkir tahun link alternatif https i5gckbxls4 sijoni88 percaya jam online bocoranslot bocoranslotgacor bocoranslotgame bocoranslothariini slot slotgacor fifaworldcup https alxou17fiz,1
4206,1604738734196654080,"Kenapa sih di-gatekeep? Event kayak World Cup tuh bisa dinikmati semua orang ga sih? Mungkin aja dia gk ngerti liga, klub, offside, whatsoever tapi World Cup kan cakupannya lebih luas buanget karna bawa nama negara. Ya biarin aja orang ngehype. Lebih rame kan lebih seru.",kenapa sih gatekeep event kayak world cup nikmat orang sih mungkin erti liga klub offside whatsoever world cup cakup luas buanget bawa nama negara biarin orang ngehype lebih rame seru,1
4207,1604738715368460288,"@gryffonn @abcdryl @juankarly3 Kureng si gerrard, yang edisi world cup si kalo bisa. Statsnya bagus bagus",gryffonn abcdryl juankarly3 reng gerrard edisi world cup statsnya bagus bagus,0
4208,1604738686247006208,....WEH AKU BARU TERINGAT BODO SEPUPU AKU UMK,weh aku baru ingat bodo sepupu aku umk,1
4209,1604738615640469504,@Milele_FM @MmboneMercy1 @VinnieBaite1 Mercy ndaambia Nini watu Argentina waliwin world cup yao ya tatu🤣🤣🤣🤣 #mercynabaitemilele,milele fm mmbonemercy1 vinniebaite1 mercy ndaambia nini watu argentina waliwin world cup yao tatu mercynabaitemilele,1
4210,1604738614167904256,"....ya Allah teruknya, semoga dipermudahkan urusan mangsa2 banjir kat Kelatan dan Terengganu 🥺🤲🏻",allah teruk moga mudah urus mangsa2 banjir kat kelat terengganu,1
4211,1604738599286902786,"Masih overwhelmed dengan kemenangan Argentina semalam. Bukan saja final terbaik dalam sejarah World Cup, tapi dalam sejarah sporting events. Bertambah manis disaksikan bersama kutu kutu Neon Bersekutu. Glorious, glorious nite.",masih overwhelmed menang argentina malam bukan final baik sejarah world cup sejarah sporting events tambah manis saksi kutu kutu neon sekutu glorious glorious nite,1
4212,1604738551085662209,Barcelona pia Wanachao share yao as a club ambayo Messi kacehezea,barcelona pia wanachao bagi yao klub ambayo messi kacehezea,1
4213,1604738523571052544,Tangu 2002 world Cup Korea/Japan kombe lilienda latin America na ndipo wakawa wanapasiana Ulaya tu kwani wao ndio nani?,tangu 2002 world cup korea japan kombe lilienda latin america ndipo wakawa wanapasiana ulaya kwani wao ndio nan,1
4214,1604738439991246848,Toh wai mu Yan Nigeria Ina kyatar tamune ta world cup 🤔🤔  https://t.co/HnwWj9zJ7b,toh wai yan nigeria ina kyatar tamune world cup https hnwwj9zj7b,1
4215,1604738340888408064,ga ngikutin world cup tapi ini lucu bgt brengsek 😭,ngikutin world cup lucu brengsek,0
4216,1604738263532548096,"Semalam tonton World Cup berdebar-debar, hari ni tonton sidang parlimen juga berdebar-debar.",malam tonton world cup debar debar tonton sidang parlimen debar debar,1
4217,1604738254456201217,@Milele_FM @MmboneMercy1 @VinnieBaite1 Mercy ndaambia Nini watu Argentina waliwin world cup yao ya tatu🔥🤣🤣 #mercynabaitemilele,milele fm mmbonemercy1 vinniebaite1 mercy ndaambia nini watu argentina waliwin world cup yao tatu mercynabaitemilele,1
4218,1604738202014728192,@skylarwalter8 @Nick28T @the_pieface World Cup Cruyff,skylarwalter8 nick28t the pieface world cup cruyff,2
4219,1604738062080040960,@Milele_FM @MmboneMercy1 @VinnieBaite1 Mercy ndaambia Nini watu Argentina waliwin world cup ya tatu🤣🤣🤣 #mercynabaitemilele,milele fm mmbonemercy1 vinniebaite1 mercy ndaambia nini watu argentina waliwin world cup tatu mercynabaitemilele,1
4220,1604738035123646464,@boxervijender Mai bhi idhar s footbal dalta tha aur udhar s world cup nikalta tha,boxervijender mai bhi idhar footbal dalta tha aur udhar world cup nikalta tha,1
4221,1604738014604890113,KLYIAN MBAPPE Kumbuka ana miaka 23 Mchezaji wa kwanza kufunga hat trick kwenye Fainal za kombe la Dunia 2022 Mchezaji ambae ana Golden Boot Messi na Ronaldo hawajahi pata Ana world cup 1(2018) na Best world cup Young player (2018) Messi kabeba moja na anastaafu  MBAPPE another 🐐  https://t.co/o2Mi2vHjAz,klyian mbappe kumbuka ana miaka mchezaji kwanza kufunga hat trick kwenye fainal kombe dunia 2022 mchezaji ambae ana golden boot messi ronaldo hawajahi pata ana world cup 2018 best world cup young main 2018 messi kabeba moja anastaafu mbappe another https o2mi2vhjaz,2
4222,1604737968517787654,@zfrnzmr @KMbappe Huhuhu..apa lah sangat world cup ni kalau bandingkan dia dah dapat zhaf..giiituh..,zfrnzmr kmbappe huhuhu world cup banding udah zhaf giiituh,1
4223,1604737714913361920,@lisatrive ni semua tido lambat tengok world cup,lisatrive lambat lihat world cup,1
4224,1604737494389776390,Football World Cup ka fainal ajtak aiysh nahi dekha or aiysha organization nahi dekha kisi world cup me,football world cup kak fainal ajtak aiysh nahi dekha aiysha organization nahi dekha kisi world cup,0
4225,1604737443374436353,saking cintanya 🥲☝🏻 ga terlalu ngerti bola tp nonton world cup dengan tujuan kalo anaknya tbtb muncul terus bahas world cup jadinya gw gak bengong,saking cinta erti bola nonton world cup tuju anak muncul bahas world cup bengong,1
4226,1604737435203952641,@La_FarEast penat semalam tengok final world cup .,la fareast penat malam lihat final world cup,1
